 0xb9f02d93,0x6f56ac62,0xef2373e7,0xf2fb6dfe, 0xa70efe75,0x13d1ae14,0x586c8096,0xa46629de,
 0xd60b8b81,0x642eae9b,0x90790349,0x6fe2fecd, 0xc2b2cfce,0x4f4f4c06,0xe7908130,0xf64eda23,
 0xdfc308f8,0xc26dd964,0x36e29de4,0x7e0e3e07, 0xb0f9b589,0x0a5c2a54,0x1092ac80,0xfb1f2212,
 0x41c58418,0x7445ce4d,0xf13318cc,0x7305bfc5, 0xc6b69c19,0x13948f2d,0x51f9337e,0x8fcf0935,
 0xc699ac20,0xc0ef7087,0x55096dae,0x1c1d75fc, 0xfc73f281,0x115e0fcf,0x90aee6b2,0x15dec3a0,
 0xc1d2541d,0xca186752,0x36e8d93f,0x6fcd60cf, 0xf69f6c3b,0x1852fe81,0x3afef3fb,0xc497b976,
 0xcc1c47be,0xdd51dbe2,0x6c8c955e,0xeb723fb3, 0xfcf16305,0xb23655c9,0x59a3e282,0x3b044312,
 0x071c772c,0xb96dd35a,0x37a06fbb,0x0b70d0d0, 0xd015e6b5,0xba9928d8,0x9033b366,0xf041077a,
 0x30d2520d,0xd696c298,0xd6e83070,0x890a4fbb, 0xc6f62b47,0x04c5826d,0xba8a2574,0x14f2977f,
 0x27542c9b,0x27016c9a,0x2e3f4a29,0x8b47214e, 0x33aca648,0x6f675439,0xe011a80a,0x8bb2c6d9,
 0x68db6652,0xc2e22b13,0x71acd70e,0x644ae001, 0xd2b92608,0x2bdaddf0,0x07ca6a78,0x0b51a2e3,
 0x97adf702,0xe66d638e,0x6b6591ad,0x110bbce9, 0x77db676e,0x1d29d74a,0x060462a8,0xabb9a944,
 0x2f338ea3,0x74b88615,0x97738ade,0xfeae587a, 0xce21afd9,0x8a523175,0x1ebe55e0,0xcf1e8bd3,
 0x054ee8ff,0xf70b5068,0xedec1e6d,0xf056e903, 0x4da4329a,0x2b72f77b,0x62d508f6,0x73801ef7,
 0x47459389,0x7f1e1f6e,0x4a0cf0cc,0x1d16d098, 0xa0bd1d9d,0xf2f30940,0xec6c23ca,0xa31abd2b,
 0x6271b4e3,0x199867b0,0x142bad79,0x5889f8ad, 0x2655dd31,0x44642ed7,0x4e0d91a4,0x70270d64,
 0x8e95f35c,0x4f08f3a7,0x32151863,0x957a7c80, 0x69e0739c,0xd3da187e,0x71070937,0x8cbf6f4a,
 0xdf21b294,0x8cfd13db,0xc4892a57,0xf93a9629, 0x99a24e17,0xd5967374,0x3410d10b,0x36f8091e,
 0x8bdf9025,0x7b161b4b,0x091278dc,0x150148cf, 0x0ab83216,0xfe0a850d,0x41519666,0xa09b7e4a,
 0x36f09c36,0x08464d11,0xc4d02ba1,0xf272bde6, 0x3fad4ee3,0xf7c1a820,0x0f80a4e7,0x6997655f,
 0x0a4f18df,0x00b31a54,0xb931f922,0xd32a4580, 0xc2f8470b,0x262fa87d,0x68e339e4,0xf53c11d0,
 0x10f8a069,0x35e49ccb,0x7b57e233,0xb4dfa6f5, 0xb47cef45,0x6422224f,0xca781e6e,0x9a6d9012,
 0x2cf9d427,0xbea5d1a5,0x3957f820,0xc0a7ca7b, 0x8e629571,0x2b338b94,0x4179f32a,0x4d8838f7,
 0x7dbec670,0x8c3cded6,0xb1175b3a,0x3c310105, 0xe1aea279,0x6fa45b27,0x0c7f7cbb,0x5f3be92c,
 0xb0d2ef34,0xf5e11ebc,0xb6eeeaab,0x029f9b6c, 0x776bc5b1,0x46fa54d2,0x2a16bee6,0x151dd2a2,
 0x2ddac4ab,0xd107ac30,0x160f1f5f,0x68aea564, 0x7f69f52e,0x44778c63,0xca2d8896,0xb4445057,
 0x0ddf7e04,0xe3ca81ed,0x7a7a1ffc,0x5de59e8a, 0xeb9e2eb3,0xbb3253f1,0x42cdff97,0x320d83b3,
 0xd1823594,0x8d2eefb4,0xbcde3e89,0x57573e0d, 0xd9727b90,0x6befd16c,0xbcca1702,0x200b3851,
 0x016f1218,0xad83f03a,0x1dc3cce1,0xe732f91e, 0x813703c0,0x8a5607ef,0xa72ec27b,0x24c7b5cc,
 0xdc60ceeb,0x65184766,0x77f07f67,0xbfba5ed3, 0xfb2ce3b0,0xf69636e1,0x0bb83510,0xbc004cfe,
 0xcb01e7d3,0xeebc4fd5,0x08c22de6,0xcb4e4a8d, 0x0f933057,0x676fcb26,0xcdb488f3,0x6ca5bcbd,
 0x8d966f12,0x15cc795f,0x1b39c63d,0x5511d6ff, 0xb7731bb2,0xafc6edd4,0x835ee718,0xb6b33b73,
 0x15e7147e,0xf865356a,0x8a9c1c3e,0xc15df00b, 0xc2995a25,0xfaed1bba,0x1591012f,0xbe13416c,
 0x78b225e4,0x93126235,0xe2bae807,0x4ea0c9af, 0xd78944cf,0x0b64fe3f,0xdd63d546,0x8eb6d3f1,
 0x9bf53b1a,0xaf8a860b,0xba9a820d,0x8ed6681a, 0x3f9eabee,0x2660ab77,0x835709f9,0x440cf065,
 0x80e819d0,0xa882decb,0xd0d5375a,0x77fe9923, 0x9c797ea0,0xf9f4224e,0x1f5a0a55,0x0e80ee59,
 0x1bb3a44b,0x94e24c90,0x6b2e9c2c,0xaf4f6eeb, 0x17c1c3cf,0x2829ef0a,0x67709231,0x4ddf16d8,
 0xe3f2c314,0x1374ea95,0xc728d926,0x0c5e2a5c, 0xbb467431,0x56abd2d2,0xc2925208,0x688f1d21,
 0x2f2df1ba,0x43a5c6db,0xfac6e598,0xe5465331, 0x66d9bfc7,0xe7e9c1e7,0xa8d6b0d6,0xca213e22,
 0xc69ada98,0x344eaa80,0x35fec97e,0x375cf8c7, 0x29523dd8,0x4aefe794,0x5c64c37a,0x6674c3dd,
 0xdf09febb,0x25a52129,0x035a0f8e,0x219503ec, 0xa28bde1d,0xf464899d,0x264e9f54,0x2f61fea1,
 0x5d39b751,0xad11537c,0xd46715ba,0x2830c756, 0xc4f8ad06,0xcfdf9ee0,0x265530e5,0xa9f58841,
 0xf363e618,0xfb19af3d,0x89bf7754,0x98431051, 0xf5ea6bb0,0x0a766558,0x3cc43310,0xa968507e,
 0x73c11464,0x40f287c7,0xccb9c2fe,0xda5a98ad, 0xa24e86d5,0x2e361cd0,0xd72871d3,0xfcbf8d01,
 0x0a4a7e04,0xece05b06,0x693b9fed,0x416b3c5f, 0xed710262,0xfb34bb32,0xeba698d1,0xfd4662a2,
 0x1bd20133,0x2a6ff639,0x5e0dfac5,0xb0a06560, 0x3a1df978,0xb0667076,0x9ff464d0,0x85891434,
 0x87601c7c,0x1303a685,0x9bd51ef0,0x9214cc01, 0x9f4fc440,0xd82872c4,0xbd5e7e23,0x9f97e3a2,
 0xd07d6755,0x967fd8eb,0x683f4c45,0x2240fcb8, 0x9103858e,0xd4ff862f,0x8b677a19,0x9b347408,
 0x2a7a3978,0xf901a276,0x16f732a6,0x3e31b143, 0x11dd1f79,0x2b5cbe03,0xb3ed6dcb,0x15433e9e,
 0xad26490b,0x782a84a6,0x94992156,0x5028b26e, 0xf52ec2fa,0xc282bf27,0xefb0bb22,0xceee2392,
 0x849557ba,0x2a2a3313,0x3768416e,0xb6818db0, 0x95121839,0x6922d743,0x00796d45,0x02e30f70,
 0xfa88c162,0x71ed3113,0xccda90d8,0x9a0c6440, 0x0a868241,0x29179138,0x5ad96645,0x320e1050,
 0xc1bf3045,0x0cd3b98d,0x670c6425,0xe1bf4756, 0x8e096343,0xe8d4582f,0xe5a3b9ec,0x10977559,
 0xb5e6a047,0x613044c6,0x6efff172,0x47d10562, 0xda8a43e7,0xedfc5ea3,0xa59e2e63,0xa47880c5,
 0xbdb025ec,0x4efb8744,0x3e96a17c,0x9e643c9b, 0xa5bc2a86,0x0e747763,0xcde11032,0x2846feab,
 0xca7253e7,0x43982232,0x94fbcb6e,0x8399ab44, 0x11505c94,0xee62dbc0,0x73b268c8,0x6d60a6b3,
 0x8197a433,0x43bcbe6a,0x0f45dc48,0xfc17a684, 0xc6ea49cd,0xf6902f32,0x10220533,0xe1e1c507,
 0x7bce9d84,0xca60c4de,0x4dd1539d,0x4beaa730, 0x6eda6e07,0xdc7604df,0x29252172,0xb97c1d61,
 0xb622520c,0x9f45a82e,0xf0c8c460,0x5f948095, 0x136ffe20,0xe619862a,0x746f439f,0x34c2e19e,
 0x904bf884,0x65ef93f1,0x4aedb622,0xbcc71b05, 0xf81b0781,0xcaaa8d54,0xe9ee93b6,0x9f4927dc,
 0x673c5334,0xa86ed19e,0x5fb97f1b,0x214ab758, 0xe5fb055c,0x0a7895cc,0xe7634b97,0x8136123b,
 0xbe12afef,0xf6b71f0f,0x5b829653,0x0ba7c66b, 0x5009bcc3,0x75327e55,0xcfd22f57,0xad7dc83e,
 0xaa195d93,0xf4d2a418,0x3d472c07,0xea9d9c2a, 0x04370bb9,0xfebf5cb6,0xe1147005,0x4a56ef7e,
 0xec6c52d3,0x088467f3,0x2ac660b4,0xc717cf9b, 0xb4bee36b,0x1a44524e,0xc7f80b67,0x1744e3ec,
 0x7a77406f,0x4c08053a,0xb98e0e88,0x84b28733, 0x64af24c0,0xd96df5dc,0xbf3e2f1c,0xc89e268a,
 0xd9774e45,0x06d632dd,0xc1824b46,0x01b370ea, 0x6e6ff5b6,0x9fe68b44,0x673d5f4a,0x16fe58b9,
 0x7d45838a,0x51a5bd77,0x3c2528d4,0x40673e3b, 0x38af504d,0xf8a7c92d,0x6d29a1d4,0x4c6289ea,
 0x504da5f3,0x2f1d3504,0x68e2b377,0x8e8017a1, 0x8776df5d,0x495becbf,0x619e723b,0x500e2b2e,
 0x7a72174f,0x88f2e23a,0xfd9ae8e6,0x1d004ce9, 0xd46ad8e5,0xed60a7b3,0xb9959bf4,0x7a7e9b48,
 0xf6103e3e,0x0e33134b,0x289fe945,0xb19b9226, 0xec63cec9,0xac2826ff,0x4718732c,0x0e1bd8c5,
 0x13b806a1,0xe6db6b9b,0xb7aac5a9,0xd0983e12, 0x0275676c,0xc459221b,0xbe617060,0x08fae969,
 0xbf203e0c,0xaacaa413,0xf09babb8,0xaff5ca30, 0x144c8196,0x10473410,0x312c0ccf,0x13e06519,
 0xe7f549c6,0x338aafa3,0xdf5b0cad,0x7db65897, 0x433f7337,0x0c5ac6df,0x61b81ce7,0xf8ce3a51,
 0x452b72c3,0x0aa4f174,0x6d44c270,0xb55aa525, 0x3ccb3b8f,0x2119066a,0xbcf058c3,0xd9c3c2d3,
 0x9be0ad97,0x090c87b2,0x49aa69ae,0x8b383424, 0xc99ca3ce,0xf8ecd72d,0xa5579057,0xfef16e41,
 0x850feede,0x1c9eff85,0x44a41ff9,0x3e23552c, 0xf9e70c71,0x162111a0,0x88295ae7,0x3e3b08a1,
 0x6e0f5d9f,0xb9c6ae00,0xcbb8ee68,0x8ea0a090, 0x0a7d7213,0x034b0dce,0x5264bdb4,0xd65525ba,
 0xbb77fb42,0xbc217d6a,0xa8d513e9,0xd6de388f, 0x3a23665b,0x41e3b3c9,0xccb54351,0x754a1077,
 0x69d6a333,0x17fd024e,0x7a517fc4,0xf396d393, 0x7e0936a5,0x0ca84074,0xdcf2dc10,0xdf802170,
 0xca06d197,0x915e2436,0x88b31d74,0xf425eabe, 0x2883f5a2,0x7efb8d0b,0x3c10b6c9,0xc24419a5,
 0xa1a12178,0x0f5eb1f4,0x46414563,0x8e1e27c0, 0xb10f172f,0xfb99d846,0x06be395e,0x93f18e26,
 0x454369b3,0x51b4d1d5,0x9d81302e,0xea9559ad, 0x56a49144,0xc205ffd2,0x7a50afbf,0x54cb2546,
 0x00205243,0xb7d41574,0xa475790f,0x6e25b329, 0x24050b12,0x418c619b,0xaceb15fc,0xc2b5eb10,
 0x5b46e6d8,0x3db1c986,0x16019067,0xa281f961, 0xbdb3c0fc,0x5c98c567,0x48ecb318,0x54b18f36,
 0xdf39873a,0x82117c46,0xfa684187,0x9c8b36be, 0xdf59d918,0xc2f0717e,0x32cc445d,0xa6146826,
 0x4e5f6a0c,0x1d6db72d,0xe36b70df,0x506f325b, 0xef6fb162,0x401e8426,0x9ded3542,0xaebe4820,
 0x06315a60,0xab03d475,0x3b473c9b,0xc6fc8433, 0x3a0cc984,0xd64cde52,0xedeabf63,0x576e9ad3,
 0x39dc9f2e,0x8e9f96d9,0x530f5b20,0x09fede34, 0x57137841,0xeb4717de,0x8b026af8,0x88b65e68,
 0x1f52d9f7,0xb49246f2,0x3f8a5376,0x8e2551c9, 0x6e659cdf,0xbbc2c9c8,0xc20d2fe4,0xeb7f715e,
 0xc4b2b65e,0xfa1e4968,0x083dedff,0xf13bf7bf, 0x6378bf47,0x4b420167,0x16aa403b,0x7163ca11,
 0x1c25ec4f,0x9c13a177,0xaaf3bec4,0x6dbf2184, 0x23c79900,0xa13c9e16,0x2b13137d,0xd29f9497,
 0x1c0b265a,0x0db05d5b,0x841a7357,0x90016948, 0x04f4c958,0xd2b2f3e8,0x39a7459c,0xa54a71c8,
 0x5609a0b0,0x59da0c17,0x43e65bd5,0x88b27a0c, 0xcaad7f47,0x26ff437d,0xac4aa735,0x8b46aeef,
 0x0248c68d,0x539e1b73,0xb176fb9a,0x50e2614f, 0x17a37c42,0xdaed98eb,0x2031995e,0xf06fca81,
 0x5d56264f,0x02da2e68,0x8580849c,0xe47257a3, 0x71619c37,0x2b1fc587,0x8479f37a,0x74d1f095,
 0x6520954e,0x98be32e7,0x4c64e41b,0x3e85dd7f, 0x82dd6ca0,0xb6e3de3e,0xb747637a,0x5112e957,
 0x88df8dc8,0x3c370c60,0xe7a093e7,0x8d56005f, 0x3ca2200e,0xd8f213dd,0xe61565eb,0xa3625f26,
 0x5b9aca42,0xdacbec7f,0x708c67cd,0xf7088ea9, 0x3a16f340,0x298a90c8,0xfb0d1081,0xacfcd73b,
 0x74322796,0xff0f09d0,0x7e8a11d7,0x37cbedd7, 0x8df87260,0x36393a3c,0xfa52efd1,0x029a2965,
 0xd6f7cec2,0xfd4e6c36,0x83691c3e,0x700ac91f, 0x66e0e17c,0x3a5839e4,0xe1b8590e,0xff473c38,
 0x3a508037,0xe4ded242,0x76c0eee3,0x1910dd42, 0xfe5bc225,0x1a17c69b,0xfae04f4b,0x0402b66d,
 0x2116a2ad,0xb9971256,0x57291ddf,0xc886a852, 0xc210fb4b,0xc7e96510,0xd69de8cf,0x545b9db1,
 0x310fd97c,0xc7a5c0e6,0xbaa8da8e,0x29868337, 0xa09a2816,0xeb47fd28,0x08793705,0x0588affb,
 0xb64c718b,0x673c73e4,0xc524203f,0xcd52e0c1, 0xeec6a1bb,0xcc2cc2d0,0x3a3cd334,0x54a0692e,
 0x9be21d2d,0x78858de1,0x33c8553f,0x861d3998, 0xf72fe107,0x6f63d495,0x1ec6e68f,0x95a0e8fa,
 0x6efefea0,0xed0911be,0xcbf71f4a,0xa0eacd3c, 0x83059ce8,0xcb173f14,0x3eb951d2,0x8b3a24cd,
 0x502a976f,0x4cd8df21,0x3a9846e9,0xc77f1d4a, 0x41b2b165,0x4ea40df6,0xa90a51b0,0xc9f2d3f4,
 0x51cec922,0x7788a33f,0x47eef119,0xe2adfa33, 0x8b10e6b6,0xa84d658c,0x3bb7daf7,0x1a944146,
 0x34eb591f,0x7007d7d8,0x76517894,0x001662ac, 0x894e5d8a,0xf4a9bc14,0xcdabd230,0xaab5519e,
 0x74ce0718,0x94275ccc,0x09f5af7d,0xa06a7011, 0x2b3cc204,0xe3541d5f,0x4ad9911a,0x83c30c26,
 0x1c64dd5d,0x9806c930,0xeac71b17,0xc56f9d17, 0x43032c56,0x79c7a1e6,0x764b165a,0xd2c2e1c7,
 0xd590f820,0x27eb15d9,0xfe600311,0x71258962, 0x39bd4aa2,0xf35034df,0x761ea29b,0xcdeef4cb,
 0x6f25d397,0x63418745,0x2cf4a7a7,0x6fca2d74, 0xbbebc767,0xe2d354f5,0x759c8e98,0xc0e49b13,
 0x9143cac9,0xf64f21e1,0x67594c36,0x9e027c8e, 0x88ca2805,0x908505a9,0x0aa1fc1c,0xc5412dea,
 0x1e4994d7,0x744d3f51,0xd74e1d61,0x5e7764b9, 0xb02a028e,0xb1e4cab4,0x629947d4,0x5b00f5e8,
 0xa721f9e2,0x6bf65087,0xe56b8aac,0xab02c601, 0xef528655,0xf405da5a,0x76e395aa,0x597db56c,
 0x59b6ab2d,0x36ba27a4,0xa237e5fa,0xc2151bab, 0x2769cb1c,0x87e76990,0xdef0546c,0x37277a5d,
 0x84861346,0x17d5014c,0xaf562426,0x5898f32c, 0xae0b8383,0x6803d1ca,0xb087bac9,0x3303e36f,
 0x6a06c8da,0x64ff71cb,0x57174045,0x77c95a5c, 0x8fe0b9b8,0xc02579ae,0x0aa09a31,0xd6505ff6,
 0x3d70fd90,0xfc17939b,0xc47bf0ea,0x062eff1c, 0xb260d283,0x8bc2ab41,0xa90ddbf3,0x8a65a759,
 0xd7b419b1,0x6e262bff,0x04d01639,0x3de3e433, 0x98411816,0xa8099488,0xb06389fc,0x2022d883,
 0x49db9629,0xf12d687a,0xdfa17658,0x3a9127e5, 0xe3209599,0xc29d9214,0xdef709f3,0xb30e752f,
 0xf9bab2b4,0x3c65c8bc,0x4bcec330,0x518c758d, 0xe87b4f77,0x77d8f138,0xfca8c142,0x864ff64d,
 0xf34b497d,0x15ded74c,0xbb6af361,0xfd43c444, 0x1f3ef899,0x04db4e4d,0xf7e2fc9c,0x66b4c1d6,
 0x0d763771,0xfed7c1e1,0x4cfc1c4a,0x7e2b734c, 0xf3920b13,0x5fb449d5,0x389f2cf2,0xa25ba611,
 0xf67980f2,0x77f6bc1a,0xdb6ef236,0xe91e7b68, 0xb0b16685,0xe964a91e,0x0d3c5e48,0x17b0d367,
 0xc21be115,0x7db99d4f,0x5ebaf62f,0x143ca824, 0x460ecace,0x9fc0f098,0x085b602d,0xe5005f73,
 0x79eb6d37,0x231040c8,0x0154190b,0x75334c04, 0xa77b40ad,0x6300f214,0x509f4dcb,0x966c0a3f,
 0x70b80e76,0x731be60d,0x430e0f17,0x7c9ed43d, 0x981371ad,0xdf2e805a,0x5325ea88,0x84b63c8b,
 0xaf34dcf3,0x1fda9b04,0xbeb979ac,0x1a2ba679, 0xa22f0d06,0x11137c5f,0x2e9b286e,0xd6592fc1,
 0xd7381f27,0xc7d3143c,0xc1fed8dd,0x1c083388, 0x56787f20,0xc2a84a6e,0xe6a7b86b,0x152e1962,
 0xc9d56356,0xad6015af,0x7b7d5a7a,0xc104499d, 0xb07d3b2b,0xc474da69,0x83b5821e,0xea6814f5,
 0x0186a4c8,0x0217c7a4,0x4ef02bc9,0x7160b4cd, 0x90f9d3f5,0xbd20f13a,0xa887ddfc,0xc7071c86,
 0x3227825e,0x04f1886c,0xb0070fe2,0xe738101f, 0xc5225af4,0x6c56c155,0x60b3f858,0x1029bbab,
 0xd8211f69,0x2e2dc4ae,0xa3d1b5d0,0xcfbb2273, 0xbb29a376,0x4fac6869,0x57857ec7,0xae169a26,
 0x705ecfbd,0x2c3a7627,0xc2016843,0x5d7a4328, 0x5de394b4,0xb270a59d,0xe3dc5354,0x591decf2,
 0x9eddc36c,0x8cb60ab7,0x6d1ac084,0x1c176060, 0x6497afce,0x0ca87adc,0xc55feac5,0xcf47b2fe,
 0x887d4616,0x9e739bab,0x9957b9c3,0xcf13a936, 0x4d509d36,0x12ee1b57,0x1a70d5be,0x2096d416,
 0xd598a7d9,0x14873ab6,0x558c338e,0x7a0c2e59, 0x623702cb,0xa248b258,0xc06850cb,0x401dfb06,
 0x043ce6da,0x103f074a,0x5fb8ce36,0x20fb5f96, 0xd38cecc3,0x383086e1,0x0fd5df61,0x05e2065a,
 0xa5078986,0x1ad3ec86,0xb5fca4a0,0x626d4acc, 0x4a5dc6f6,0xd81475f5,0xc21e518c,0x883cb276,
 0x61825f77,0x12a5fe39,0x7e03f030,0x23b8d9b9, 0x3fa91293,0x7d9ffb8a,0x34db718f,0xe0eef07a,
 0xc54ad81b,0x0c66c242,0xc0ed268d,0xf686e229, 0x3677c786,0x0b10752f,0x39a7dc8f,0xef834cf0,
 0x15fda544,0x8cf1e170,0x669bae01,0xb80360d9, 0xbda17503,0x6baca435,0xd1befd57,0x5f82e813,
 0x64c7dc10,0x4585b754,0x81a94cba,0x866768bd, 0x983537a4,0xe20ca958,0xce8a643d,0xb3ec4ea2,
 0x27ec2757,0x07b093fb,0xa31cde48,0x100f426d, 0x23f7dc42,0xf998698f,0xe6d62109,0x82eaeea5,
 0xb64cb475,0x5e5cf607,0xe77602fc,0x11c30210, 0xa3bdf9c8,0x9b9f470a,0x8391f6cf,0x8b363258,
 0xeb616fca,0x3a4b9e6b,0x47916e70,0xab1efa71, 0x30becb56,0x7262074c,0x28639bc2,0xd1993092,
 0x0c91ddb4,0x5441e060,0xb23867af,0xc144fd3f, 0xec521ddc,0x7dfb9058,0x21ef6e03,0x026232ea,
 0xc3d43827,0xf71226a5,0x8fbadd46,0x6727e282, 0x4da4fc6b,0xe6b99cd7,0x416b32d6,0xd1d58fb1,
 0x32f1aa02,0xf19b183d,0xd5827020,0x781c2250, 0x628b809a,0x8f26aa6e,0x5fa75a54,0x7b66778f,
 0x0f74709e,0x5723213f,0x1e9a50cb,0x808eaf99, 0x739b0e6c,0xc6976566,0x0f33ad79,0x8994d345,
 0xed58bfc3,0x1e09d3fa,0xc21dedfd,0x09da003e, 0x9fc29cd4,0xf4e68ef4,0x286ec19d,0x3b823aa0,
 0xeb8713b7,0x9ed09de2,0xd5a46e4a,0x122badf4, 0x9898eb52,0x2d64b522,0x1e92a285,0xac9227ab,
 0xcb862d83,0xc3c35d68,0x1cd8f06c,0xd26bd91c, 0xbaa2a6c5,0x2ac17e76,0x29b13336,0x82300de8,
 0xed1fc79f,0x54c13a46,0xd23406e9,0x49ec1ee5, 0x68c870c4,0x43ee829b,0x19827a7b,0xd7d1170b,
 0xdabed329,0xe7518ad4,0xb28276d3,0x52620604, 0x0533164d,0x46747ab7,0xcdd8658a,0x3272780c,
 0x1491e1d0,0x97e057dd,0x4b2bc220,0x17cfdeed, 0x79e8e02f,0xefda8b81,0x518d6a47,0xaa581ee6,
 0x3849938f,0x05583296,0x0887d0da,0xf3e285df, 0x1e8d0b5b,0xacc395e1,0xcbe4c940,0xc0224a10,
 0xac447299,0x46f99675,0x6dd4ebf5,0x130997f0, 0x2df1aed6,0xc109c463,0xf26bc5e3,0x69e4575e,
 0x77490e73,0x3988980d,0x7c6c2544,0x137f8fb8, 0xd6fd67b3,0x47af2d9a,0x9de20001,0x5b28415b,
 0x64ebeb73,0xb805dee9,0x3556e278,0x5eece973, 0xcfe4d972,0xfff39202,0xcf4b2574,0xccd51a37,
 0x65b42ce2,0x5be440c2,0x2984209d,0xc9ca49c1, 0xd961b805,0x8500eebe,0xdc68e12e,0x5a8800d2,
 0x7dfd74f5,0x9658512a,0x759f7e1b,0xf8996363, 0x98fce605,0x89bf0263,0xa93463b0,0x85490789,
 0x2fd3c852,0x09185bf6,0xd05daea8,0x4a4ae0f1, 0x1ae36aef,0xaaf56b1f,0x7012b968,0x30b3c812,
 0xde55b98a,0x82fc4c56,0xe2b17b43,0xcef2830c, 0x1cece0d4,0xfa62b103,0x6ea55ef4,0xc3c0947f,
 0x2c5f3f6f,0x45142a65,0xc2e55a0a,0xade3864b, 0x55767b23,0x51448208,0x7a2a5bec,0x6f3b0886,
 0xa96f0a41,0x1fbfb0e2,0x7055f25c,0x1f9aef0f, 0xd1247979,0xc10a04e4,0xc4f7e857,0x75114edf,
 0x85126bbf,0xf8d4c245,0x5a5e11a8,0x840b148b, 0xa65d57f4,0x3704dba8,0xde98c4d0,0x49b4ecd0,
 0xbb907465,0x2291294e,0x0e3826aa,0x07038dfe, 0x6b881923,0x9bcee95b,0x89a46df7,0x9754b702,
 0xeccce0c2,0xbac23d74,0xca72507a,0x58b7f4d9, 0x2669480d,0x540b8f1c,0x489899cc,0x477232ba,
 0xe318f7fa,0x8d61789f,0x32731d8f,0xfee883ee, 0x78795b72,0x66d3b312,0x561ad2f3,0x10d6819e,
 0xf5a184b1,0x303a8e06,0xed84c098,0x902dd73a, 0x7d75ac97,0x29606224,0x4ecc88eb,0x71a76f28,
 0xa2f29686,0x2330b92b,0x20c09598,0x4ca1f7af, 0xda1e64e0,0xf4ddbddf,0xa7aed7d3,0xa445df21,
 0xaba97121,0x7412cd5b,0x996afb3a,0x38470567, 0x721881a7,0x264aa7cd,0xd3a924cb,0xea24a8f2,
 0xfed8b3e8,0xe491224c,0x02f46286,0x05f4c8e3, 0xa8608d87,0xc034e911,0x58ebaa17,0x75843e8d,
 0xca6d64a0,0xaf3f7db1,0xf9b5cfb3,0x3ad03f0e, 0x17131d88,0x937e9c02,0x2e3235b9,0x6b3b2742,
 0x61bbd256,0xe2506cc8,0xdcd64a25,0x66bd677d, 0x94bc14bb,0xe5bcf382,0x5f923144,0xba83d483,
 0x2defb4a8,0x5d15fa1e,0x9f95d30f,0xb949610c, 0x2652e1a7,0x0556497d,0x3b8ccf73,0xdb44296c,
 0xc62ecb13,0xc7991949,0xcaef594a,0xe735ecde, 0x903fea9b,0xd62a1b8f,0xfccbbfe5,0x1715d813,
 0x74c70bd2,0xc7177052,0x25b9e143,0x1e271397, 0x5d2323c1,0x4432793a,0xab994983,0x20881861,
 0xd6843d10,0xe9407c74,0x8fd78b2f,0x92fed452, 0x6d990d61,0x916ee11c,0xa8604d7c,0xc2fbae91,
 0xba1cca4a,0x898a2580,0x9ad535ad,0x1fe9aa04, 0x722b0813,0xde2fb2d7,0x4ccbe23e,0xa4a6eea0,
 0x250c809b,0x9c485412,0x16a832e7,0x42f89b9d, 0x5b10bc91,0xe93e8c11,0x9cdf320e,0x5e778ec0,
 0x78fd1860,0x6c90ecd1,0x400b2818,0x90b9534e, 0xdfbe40ef,0x6a2ecd1a,0x5214f27e,0x715d6942,
 0xabd1ac95,0x0942b8ca,0xa68efcb2,0x75bb02a3, 0x9e82a1a4,0xe2cab4ec,0x39f1d5e0,0x411fef50,
 0x56e229da,0x2f1ed6e4,0x78898318,0x16af4abb, 0x1a6eacea,0xc47819f5,0xb86c348d,0xe0977e93,
 0xa6d04ed8,0x7250e7f1,0xe54c5ec7,0x0429f57d, 0xea22113d,0x83180d7b,0x23da8ff5,0x927e94b8,
 0x824b19b2,0x4fe27886,0xa67bc8f2,0x12496930, 0x937dadb6,0x403315e5,0x5931a2af,0x494671f5,
 0xbc81613f,0xeff536d1,0xab79c804,0xa6b9671e, 0x5192a449,0xb4df7973,0x39c0700e,0x6bf0ccf6,
 0xac7cbc5b,0xe6898b8e,0x02e578fd,0x583ccb14, 0x68ecfc44,0xa6b376b1,0x79d3cbc6,0xad8792f3,
 0x7023b6ea,0x0f947481,0xb6139c0c,0x3a8d34ae, 0xd6574c4b,0x5b0448e8,0x58ef4cdc,0x26883a53,
 0x76bacac3,0x3772f7b1,0x08dbd923,0x92d53d7e, 0x0f5dbeeb,0xd84eb06b,0x8d68bfff,0x36938029,
 0x4d376e72,0xa02d9146,0xc029cde9,0x1a7d23e1, 0x4c6703a9,0x7dad1f0a,0x627b3152,0x8362e7d7,
 0x17677926,0xf2125ad3,0xc412c4a4,0x411a346a, 0x79a97bb6,0xf467182b,0x94697fb6,0x4a71d589,
 0xe94cfb4d,0x94078c41,0x040eaeb7,0xa7f41264, 0xc0eeb27a,0x46cc4453,0xdcde90b5,0x0357e7ab,
 0x1fb79b23,0x93f694c7,0x68a7cb88,0x2cf5ba17, 0x424e6f07,0xcdd19138,0x91f39e26,0x84a472ba,
 0xd78d0167,0xb0ae99e7,0xe2c13b46,0x023f6442, 0xdca7319f,0xa091dfb8,0xfa499dd3,0x7028298d,
 0xb126f0ab,0x3444a3cb,0x5c5aba55,0xa54c4e0b, 0x563020a2,0xb0a039fb,0xba20a305,0x890afc42,
